index,identifierHash,type,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,seniorityAsMonths,seniorityAsYears,countryCode
0,-7279641312655250028,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
1,-1456013578740053406,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,de
2,9006282053848196165,user,Suède,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,689,3205,106.83,8.9,se
3,-7154634866120535654,user,Turquie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,tr
4,2858299215060733023,user,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,fr
5,-8370972521561479983,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
6,-7877915015908472168,user,Royaume-Uni,en,3,8,4,0,0,0.0,0,0,F,2,mrs,False,False,False,True,591,3205,106.83,8.9,gb
7,7455841332634807036,user,Italie,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,709,3205,106.83,8.9,it
8,4607255007288453096,user,Italie,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,701,3205,106.83,8.9,it
9,-7302797141205914253,user,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,703,3205,106.83,8.9,fr
10,-6727673442828273069,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
11,-3703523845250928186,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,es
12,2543719509187236735,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
13,-4116451590548020613,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
14,6412144644819322909,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
15,-531871068406637242,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,es
16,6359422170336773354,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,558,3205,106.83,8.9,us
17,-8231936648814680895,user,Danemark,en,3,8,370,0,0,0.0,1,0,F,2,mrs,False,False,False,True,42,3205,106.83,8.9,dk
18,5663923945758514393,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,32,3205,106.83,8.9,us
19,-9170487442747331639,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,276,3205,106.83,8.9,fr
20,1646778745204735999,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,708,3205,106.83,8.9,gb
21,3758397414709190733,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
22,-622074129810321601,user,Allemagne,de,6,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,423,3205,106.83,8.9,de
23,7956946184936459597,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,fr
24,-3992188024952111221,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,603,3205,106.83,8.9,us
25,4485470375358832088,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
26,-7769538716399340177,user,Réunion,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,re
27,-3483039296670050121,user,Allemagne,de,3,8,27,0,0,0.0,0,0,M,1,mr,True,False,True,True,669,3205,106.83,8.9,de
28,8289779812823004887,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,338,3205,106.83,8.9,de
29,3451396970677435825,user,Suisse,en,3,8,0,0,0,0.0,9,0,F,2,mrs,True,True,False,True,463,3205,106.83,8.9,ch
30,-227881497406555748,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
31,-2333920482941965751,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
32,7490067334348111436,user,Suède,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,700,3205,106.83,8.9,se
33,-8347005624034086122,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,it
34,8060741506454634223,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,709,3205,106.83,8.9,it
35,8948577279243501231,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,fr
36,7575655528468122585,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,de
37,7664942281942738190,user,Danemark,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,676,3205,106.83,8.9,dk
38,6144981526898238985,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
39,5000627838204586319,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
40,877323779122834190,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,497,3205,106.83,8.9,es
41,-5310722561526223811,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,159,3205,106.83,8.9,gb
42,-684114964629443184,user,Chili,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,cl
43,5838516385022128357,user,Danemark,en,3,8,2,0,0,0.0,1,0,M,1,mr,False,False,False,True,540,3205,106.83,8.9,dk
44,5820830358809023816,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
45,931996820916670147,user,Djibouti,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,dj
46,-1369438276320193587,user,France,fr,31,8,0,1,1,0.0,0,1,F,2,mrs,True,False,True,False,127,3205,106.83,8.9,fr
47,1465760575394143236,user,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,it
48,-5535913608348998940,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
49,6299817353206744332,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,667,3205,106.83,8.9,it
50,552650142297123453,user,Congo,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,cg
51,-6589093921826008799,user,Etats-Unis,en,3,9,1,0,0,0.0,14,1,M,1,mr,False,False,False,True,26,3205,106.83,8.9,us
52,-4278088778011454937,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,gb
53,7865269661166589305,user,Espagne,es,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,es
54,5927909029433253945,user,Irlande,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,ie
55,4608391209109032901,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,633,3205,106.83,8.9,us
56,8807292810570608287,user,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,it
57,-5161663827273418736,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
58,-8371594748132153930,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,701,3205,106.83,8.9,fr
59,2214003893005482369,user,Canada,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,ca
60,-4516979452612045441,user,Etats-Unis,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
61,15492741724380004,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,17,3205,106.83,8.9,es
62,5565027713331848494,user,Suède,en,3,8,8,0,0,0.0,0,0,F,2,mrs,True,False,True,True,390,3205,106.83,8.9,se
63,-6173421044956360836,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,es
64,-6760717155967720233,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,651,3205,106.83,8.9,us
65,3195114133065761857,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,es
66,8967528144571384825,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,630,3205,106.83,8.9,us
67,7690387332871946938,user,France,fr,3,8,12,0,0,0.0,2,0,F,2,mrs,True,True,False,True,566,3205,106.83,8.9,fr
68,-8731427890514331015,user,Italie,it,3,8,0,0,0,0.0,0,0,F,3,miss,False,False,False,True,709,3205,106.83,8.9,it
69,-9063435853734378443,user,France,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
70,-9165265304562596129,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
71,1271293748411401028,user,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,fr
72,2689640677785483372,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,490,3205,106.83,8.9,fr
73,-9018116070920654681,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
74,-752704205906591069,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us
75,855158285979421013,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
76,-4589687237769636353,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
77,607013487365108276,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
78,9014605323998061864,user,Martinique,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,mq
79,5075750354297569635,user,France,fr,3,9,13,0,0,0.0,2,0,F,2,mrs,True,False,True,True,63,3205,106.83,8.9,fr
80,7873458042813667459,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,fr
81,-3876567096978681060,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,de
82,-926988314088477658,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us
83,639163564995776668,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,it
84,-3514875437984398784,user,Danemark,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,dk
85,-937288556484695351,user,Suède,en,5,8,0,0,0,0.0,107,1,M,1,mr,False,False,False,True,543,3205,106.83,8.9,se
86,8297823107386968211,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,701,3205,106.83,8.9,es
87,4714380472214762447,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
88,-7980029703438798148,user,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,it
89,3687615375551843438,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
90,7940809358368817302,user,France,fr,3,8,56,0,0,0.0,0,0,F,2,mrs,True,False,True,True,17,3205,106.83,8.9,fr
91,8052440585003090697,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,fr
92,852735558335204128,user,Etats-Unis,en,3,8,7,0,0,0.0,0,0,F,2,mrs,False,False,False,True,480,3205,106.83,8.9,us
93,8849236874525832803,user,Sénégal,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,582,3205,106.83,8.9,sn
94,8193681209409906706,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
95,7144186809315241123,user,Canada,en,4,10,1,0,0,0.0,7,1,F,2,mrs,True,True,False,True,208,3205,106.83,8.9,ca
96,1447713658037785355,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,595,3205,106.83,8.9,fr
97,-9160171218199427556,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,693,3205,106.83,8.9,au
98,-1075129382552714013,user,Allemagne,de,3,8,31,0,0,0.0,0,0,F,2,mrs,True,False,True,True,476,3205,106.83,8.9,de
99,-5762823926358550532,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
100,-1803573362480910736,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us
101,-1399372755117096991,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,678,3205,106.83,8.9,us
102,4994268169579335625,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,2,F,2,mrs,False,False,False,True,27,3205,106.83,8.9,gb
103,-7224896879694119583,user,Belgique,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,be
104,-7322395746497629209,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,38,3205,106.83,8.9,gb
105,7282953294060784828,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
106,2376229820213970068,user,Etats-Unis,en,3,8,4,0,0,0.0,2,0,F,2,mrs,True,True,False,True,15,3205,106.83,8.9,us
107,8343534004970800574,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
108,-386288383642107683,user,Etats-Unis,en,3,8,52,0,0,0.0,7,0,F,2,mrs,True,False,True,True,23,3205,106.83,8.9,us
109,694362963438336685,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,708,3205,106.83,8.9,fr
110,1837570221240639780,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,708,3205,106.83,8.9,gb
111,6393031913374005745,user,Pays-Bas,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,nl
112,-1238642862456523886,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,681,3205,106.83,8.9,au
113,-1779027735026078067,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,637,3205,106.83,8.9,us
114,4907046938384800140,user,Etats-Unis,en,28,29,0,0,0,0.0,4,6,M,1,mr,True,False,True,False,15,3205,106.83,8.9,us
115,2782186831953202342,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,646,3205,106.83,8.9,es
116,9153949568013413970,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us
117,6072835293021400189,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
118,-184100782577594002,user,Danemark,en,3,8,8,0,0,0.0,0,0,F,2,mrs,True,False,True,True,542,3205,106.83,8.9,dk
119,7912840678217645894,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
120,-5351778133177278916,user,Etats-Unis,en,4,8,0,0,0,0.0,0,0,F,3,miss,True,False,True,True,488,3205,106.83,8.9,us
121,1387780129714020702,user,Allemagne,de,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,686,3205,106.83,8.9,de
122,-6011582877818667169,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
123,-3149214722547358010,user,Australie,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,au
124,4086001869547007739,user,France,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
125,-5828654373377596410,user,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,it
126,3689306434546241308,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
127,8064157249826483252,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,es
128,-7675401161143628528,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
129,1492036764782626749,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
130,5826337521063241833,user,Australie,en,3,8,6,0,0,0.0,0,0,F,2,mrs,True,False,True,False,35,3205,106.83,8.9,au
131,-585065788504075861,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
132,7401033296697436264,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us
133,-4975676516338518373,user,France,fr,7,8,6,1,1,0.0,0,0,F,2,mrs,True,False,True,True,485,3205,106.83,8.9,fr
134,7437416108801658489,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
135,-5096141708998208738,user,Chine,en,3,8,3,0,0,0.0,0,0,F,2,mrs,True,False,True,True,700,3205,106.83,8.9,cn
136,6786037733699170957,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,de
137,1143473636535990431,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
138,-7703172025337083599,user,Royaume-Uni,en,3,8,4,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
139,-2764360480471345436,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
140,4861730014007997117,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
141,-5230741452354314317,user,Etats-Unis,en,3,8,0,0,0,0.0,2,0,F,2,mrs,False,False,False,True,374,3205,106.83,8.9,us
142,-8451880303430232757,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,576,3205,106.83,8.9,gb
143,-2119584097857654917,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,657,3205,106.83,8.9,ca
144,-858183120526180626,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
145,-99254137314653199,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,689,3205,106.83,8.9,gb
146,8122752825113328586,user,Suisse,it,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,ch
147,5586325466801100358,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,708,3205,106.83,8.9,fr
148,6089430522280916968,user,Etats-Unis,en,3,8,3,0,0,0.0,0,0,F,2,mrs,False,False,False,True,537,3205,106.83,8.9,us
149,-2113109800790208147,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,686,3205,106.83,8.9,fr
150,5305016814349777953,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,fr
151,-7809166370572480838,user,Suisse,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,ch
152,-4402310551841173335,user,Etats-Unis,en,4,9,1,0,0,0.0,1,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
153,4789707773826537471,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,it
154,-7009157578892688880,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,444,3205,106.83,8.9,us
155,-8030320162864795593,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,38,3205,106.83,8.9,au
156,-234873814320557898,user,Italie,it,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3205,106.83,8.9,it
157,473940489550258898,user,Maroc,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,ma
158,7450187552294557778,user,Royaume-Uni,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
159,-8050321174842111147,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
160,769594519759468990,user,Irlande,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,15,3205,106.83,8.9,ie
161,-320575913932912528,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
162,-4676594800909473954,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
163,-4024233629640633131,user,Allemagne,de,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,de
164,-5922910413286749505,user,Royaume-Uni,en,10,8,0,0,3,66.0,0,0,F,2,mrs,True,False,True,True,665,3205,106.83,8.9,gb
165,2754766409204153994,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
166,3627346054739138549,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,es
167,3044028528170735843,user,Australie,en,3,8,3,0,0,0.0,0,0,F,2,mrs,False,False,False,True,156,3205,106.83,8.9,au
168,6053565038527785483,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,au
169,1493193511518881233,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,True,False,True,709,3205,106.83,8.9,fr
170,-1232459519034014808,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,fr
171,2123501402946012904,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
172,7311725863454087257,user,Suède,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,se
173,2088026656549642858,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,it
174,3461268348770637550,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
175,1633602606258303777,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
176,3273282440868100418,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,295,3205,106.83,8.9,fr
177,5741028296973459237,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
178,4468319346448104575,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
179,-3405295519588027652,user,Belgique,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,be
180,3250894106221333114,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,696,3205,106.83,8.9,ca
181,-2417771035556477147,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,123,3205,106.83,8.9,us
182,1078495947245625605,user,Allemagne,de,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,de
183,-2398093046134490819,user,Danemark,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,605,3205,106.83,8.9,dk
184,8200689074097354331,user,Allemagne,de,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,307,3205,106.83,8.9,de
185,-5060248975540543648,user,Espagne,es,3,9,6,0,0,0.0,2,0,F,2,mrs,True,True,False,True,146,3205,106.83,8.9,es
186,3024322712720458246,user,Australie,en,3,8,4,0,0,0.0,6,0,F,2,mrs,True,False,True,True,237,3205,106.83,8.9,au
187,8272758605444897610,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,de
188,4445763719484634715,user,Panama,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,pa
189,-9119065885980601710,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,706,3205,106.83,8.9,us
190,3526894534301578900,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,595,3205,106.83,8.9,us
191,3155409626520115324,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
192,1198033106716763994,user,Suède,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,se
193,-6959068095341654607,user,Danemark,en,3,8,20,0,0,0.0,0,0,F,2,mrs,True,False,True,True,688,3205,106.83,8.9,dk
194,6976196856453489204,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
195,-8712362353509039027,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,au
196,3609646979955471261,user,Etats-Unis,en,4,8,7,2,0,0.0,0,0,F,2,mrs,False,False,False,True,60,3205,106.83,8.9,us
197,-4389487062474336369,user,Portugal,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,pt
198,-1918032722208243956,user,Pays-Bas,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,nl
